imagen,rotacion,traslacion
0084.jpg,"[[ 0.77491262  0.19320742 -0.60181502  0.        ]
 [-0.02761348  0.96157521  0.27314943  0.        ]
 [ 0.6314649  -0.19504874  0.7504719   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  296]
 [   0    1    0  -49]
 [   0    0    1 4184]
 [   0    0    0    1]]"
0085.jpg,"[[ 0.27231952  0.47167124 -0.83867057  0.        ]
 [-0.55414511  0.78943194  0.26404624  0.        ]
 [ 0.78661635  0.39284024  0.47635203  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1117]
 [    0     1     0   215]
 [    0     0     1  4649]
 [    0     0     0     1]]"
0086.jpg,"[[ 0.86453982  0.44050504 -0.2419219   0.        ]
 [-0.49814759  0.68744311 -0.52846093  0.        ]
 [-0.06648216  0.57738833  0.81375847  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -47]
 [   0    1    0  -60]
 [   0    0    1 3065]
 [   0    0    0    1]]"
0087.jpg,"[[ 0.9142142   0.2621467  -0.30901699  0.        ]
 [-0.40472687  0.55263803 -0.72855156  0.        ]
 [-0.02021285  0.79111966  0.61132734  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -125]
 [   0    1    0 -263]
 [   0    0    1 4814]
 [   0    0    0    1]]"
0088.jpg,"[[ 0.8658935   0.01511423  0.5         0.        ]
 [-0.32817534  0.77153602  0.54500745  0.        ]
 [-0.37753064 -0.63600608  0.67302815  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1001]
 [    0     1     0   799]
 [    0     0     1  4231]
 [    0     0     0     1]]"
0089.jpg,"[[ 0.46984631  0.17101007 -0.8660254   0.        ]
 [-0.85184995  0.34512523 -0.39400538  0.        ]
 [ 0.23150833  0.92284567  0.30783074  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  160]
 [   0    1    0  750]
 [   0    0    1 4173]
 [   0    0    0    1]]"
0090.jpg,"[[ 0.58924867  0.56903082 -0.57357644  0.        ]
 [-0.75280477  0.12889506 -0.64550062  0.        ]
 [-0.29337858  0.81215145  0.50432036  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   -4]
 [   0    1    0  231]
 [   0    0    1 4040]
 [   0    0    0    1]]"
0091.jpg,"[[ 0.76867025  0.51847463  0.37460659  0.        ]
 [-0.02180124  0.60654305 -0.79475168  0.        ]
 [-0.63927361  0.60273509  0.47753499  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  527]
 [   0    1    0  296]
 [   0    0    1 4268]
 [   0    0    0    1]]"
0092.jpg,"[[ 0.75561639  0.47216152  0.4539905   0.        ]
 [-0.03428331  0.72065842 -0.69244212  0.        ]
 [-0.6541166   0.50765632  0.56072857  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -655]
 [   0    1    0  683]
 [   0    0    1 4380]
 [   0    0    0    1]]"
0093.jpg,"[[ 0.50557537  0.84141872 -0.190809    0.        ]
 [-0.86017027  0.47436757 -0.1873033   0.        ]
 [-0.0670869   0.25882416  0.96359193  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  451]
 [   0    1    0 -458]
 [   0    0    1 4882]
 [   0    0    0    1]]"
0094.jpg,"[[ 0.97755174  0.03413686  0.20791169  0.        ]
 [ 0.0702124   0.8776047  -0.47421537  0.        ]
 [-0.1986525   0.47816804  0.85550717  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  321]
 [   0    1    0 -455]
 [   0    0    1 2984]
 [   0    0    0    1]]"
0095.jpg,"[[ 0.62088515 -0.73994211  0.25881905  0.        ]
 [ 0.73780291  0.44004936 -0.5118627   0.        ]
 [ 0.26485561  0.5087654   0.81915156  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -476]
 [   0    1    0  769]
 [   0    0    1 2699]
 [   0    0    0    1]]"
0096.jpg,"[[ 0.88240973 -0.46918557 -0.0348995   0.        ]
 [ 0.36169821  0.72395007 -0.58742719  0.        ]
 [ 0.30087786  0.50572838  0.80852416  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  302]
 [   0    1    0 -173]
 [   0    0    1 4169]
 [   0    0    0    1]]"
0097.jpg,"[[ 0.65662825 -0.39454206  0.64278761  0.        ]
 [-0.03856383  0.83358314  0.55104626  0.        ]
 [-0.75322784 -0.38662089  0.53213918  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1281]
 [    0     1     0   186]
 [    0     0     1  4276]
 [    0     0     0     1]]"
0098.jpg,"[[ 0.45475163 -0.24179573  0.8571673   0.        ]
 [ 0.05920684  0.96851917  0.24179573  0.        ]
 [-0.88864813 -0.05920684  0.45475163  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  579]
 [   0    1    0  394]
 [   0    0    1 2589]
 [   0    0    0    1]]"
0099.jpg,"[[ 0.52779249 -0.34275245  0.77714596  0.        ]
 [ 0.69477126  0.70054477 -0.1628801   0.        ]
 [-0.48859798  0.62590557  0.60787682  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -580]
 [   0    1    0 -285]
 [   0    0    1 4030]
 [   0    0    0    1]]"
0100.jpg,"[[ 0.57035797 -0.70433344  0.42261826  0.        ]
 [ 0.32236365  0.6651731   0.67351794  0.        ]
 [-0.75549551 -0.24790956  0.60643828  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -574]
 [   0    1    0   18]
 [   0    0    1 3335]
 [   0    0    0    1]]"
0101.jpg,"[[ 0.88003676  0.13938413 -0.4539905   0.        ]
 [ 0.18378545  0.78151698  0.59619974  0.        ]
 [ 0.43790206 -0.60811453  0.66214689  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  973]
 [   0    1    0 -335]
 [   0    0    1 3130]
 [   0    0    0    1]]"
0102.jpg,"[[ 0.87157241  0.3345653   0.35836795  0.        ]
 [-0.43274873  0.86852994  0.24162839  0.        ]
 [-0.23041282 -0.36567992  0.90176944  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   27]
 [   0    1    0  161]
 [   0    0    1 3887]
 [   0    0    0    1]]"
0103.jpg,"[[ 0.28678822  0.40957602 -0.8660254   0.        ]
 [-0.4314526   0.86234856  0.26495963  0.        ]
 [ 0.85533688  0.29766161  0.42402405  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -811]
 [   0    1    0  417]
 [   0    0    1 2800]
 [   0    0    0    1]]"
0104.jpg,"[[ 0.6087486   0.5481197   0.57357644  0.        ]
 [-0.78657947  0.51131809  0.34618861  0.        ]
 [-0.10352721 -0.66190528  0.74240388  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -565]
 [   0    1    0  671]
 [   0    0    1 3931]
 [   0    0    0    1]]"
0105.jpg,"[[ 0.61649383  0.70919502  0.34202014  0.        ]
 [-0.77402986  0.62548357  0.09822463  0.        ]
 [-0.14426756 -0.32528868  0.93454489  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  628]
 [   0    1    0  540]
 [   0    0    1 3494]
 [   0    0    0    1]]"
0106.jpg,"[[ 0.66446302 -0.66446302 -0.34202014  0.        ]
 [ 0.49145005  0.73329482 -0.46984631  0.        ]
 [ 0.5629971   0.14410968  0.81379768  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -358]
 [   0    1    0  413]
 [   0    0    1 2576]
 [   0    0    0    1]]"
0107.jpg,"[[ 0.57322703 -0.81865304 -0.0348995   0.        ]
 [ 0.65782464  0.43438387  0.61528643  0.        ]
 [-0.48854633 -0.37565656  0.78753072  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  146]
 [   0    1    0 -277]
 [   0    0    1 4688]
 [   0    0    0    1]]"
0108.jpg,"[[ 0.94396749 -0.30671363 -0.12186934  0.        ]
 [ 0.09340551  0.60243647 -0.7926826   0.        ]
 [ 0.31654509  0.73688333  0.59732919  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -849]
 [   0    1    0  192]
 [   0    0    1 3786]
 [   0    0    0    1]]"
0109.jpg,"[[ 0.54874481 -0.2106434  -0.80901699  0.        ]
 [ 0.61520676  0.7569926   0.22018823  0.        ]
 [ 0.56603868 -0.61853987  0.544985    0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -568]
 [   0    1    0 -164]
 [   0    0    1 2642]
 [   0    0    0    1]]"
0110.jpg,"[[ 0.55335287 -0.70825937  0.43837115  0.        ]
 [ 0.69782269  0.10682769 -0.70825937  0.        ]
 [ 0.45480116  0.69782269  0.55335287  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -755]
 [   0    1    0   43]
 [   0    0    1 4658]
 [   0    0    0    1]]"
0111.jpg,"[[ 0.50846434  0.19518117 -0.83867057  0.        ]
 [-0.64584655  0.73062238 -0.22152465  0.        ]
 [ 0.56951405  0.65428988  0.49755252  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  732]
 [   0    1    0 -162]
 [   0    0    1 2511]
 [   0    0    0    1]]"
0112.jpg,"[[ 0.50680088 -0.75136321  0.42261826  0.        ]
 [ 0.6892819   0.64761164  0.32479166  0.        ]
 [-0.51772901  0.12669842  0.84611121  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  633]
 [   0    1    0 -110]
 [   0    0    1 3353]
 [   0    0    0    1]]"
0113.jpg,"[[ 0.48104168 -0.31239212  0.81915204  0.        ]
 [ 0.76233477  0.61047401 -0.21486551  0.        ]
 [-0.43294874  0.72782735  0.53181081  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  783]
 [   0    1    0  493]
 [   0    0    1 2929]
 [   0    0    0    1]]"
0114.jpg,"[[ 0.75424983 -0.65565938  0.0348995   0.        ]
 [ 0.50076567  0.60881553  0.61528643  0.        ]
 [-0.42466567 -0.44660322  0.78753072  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  534]
 [   0    1    0  440]
 [   0    0    1 2991]
 [   0    0    0    1]]"
0115.jpg,"[[ 0.99741212 -0.06974585 -0.01745241  0.        ]
 [ 0.06347257  0.96822665 -0.24188505  0.        ]
 [ 0.03376836  0.24015133  0.97014795  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -782]
 [   0    1    0 -140]
 [   0    0    1 4695]
 [   0    0    0    1]]"
0116.jpg,"[[ 0.7473648  -0.10503527  0.65605903  0.        ]
 [-0.26927557  0.85481188  0.44360716  0.        ]
 [-0.60740145 -0.50819705  0.61057288  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   29]
 [   0    1    0   64]
 [   0    0    1 2141]
 [   0    0    0    1]]"
0117.jpg,"[[ 0.81275754 -0.43215085 -0.39073113  0.        ]
 [ 0.30604901  0.88737152 -0.34482719  0.        ]
 [ 0.49574104  0.16067802  0.85347724  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -710]
 [   0    1    0  322]
 [   0    0    1 2779]
 [   0    0    0    1]]"
0118.jpg,"[[ 0.64407603 -0.26022361 -0.7193398   0.        ]
 [-0.0090613   0.93769949 -0.34732919  0.        ]
 [ 0.76490782  0.23022455  0.6015918   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -341]
 [   0    1    0 -214]
 [   0    0    1 3159]
 [   0    0    0    1]]"
0119.jpg,"[[ 0.63799637 -0.76033446 -0.12186934  0.        ]
 [ 0.76604444  0.64278761  0.          0.        ]
 [ 0.0783361  -0.09335733  0.99254615  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  272]
 [   0    1    0  523]
 [   0    0    1 4054]
 [   0    0    0    1]]"
0120.jpg,"[[ 0.38302222 -0.3213938  -0.8660254   0.        ]
 [ 0.81633353  0.55653095  0.1545085   0.        ]
 [ 0.43231186 -0.76614576  0.47552826  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -602]
 [   0    1    0 -399]
 [   0    0    1 3299]
 [   0    0    0    1]]"
0121.jpg,"[[ 0.62088515 -0.73994211 -0.25881905  0.        ]
 [ 0.73780291  0.44004936  0.5118627   0.        ]
 [-0.26485561 -0.5087654   0.81915156  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1002]
 [    0     1     0   646]
 [    0     0     1  2098]
 [    0     0     0     1]]"
0122.jpg,"[[ 0.96862834  0.13613183 -0.20791169  0.        ]
 [ 0.09286453  0.57773967  0.81092111  0.        ]
 [ 0.23051101 -0.80478879  0.5469732   0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1132]
 [    0     1     0   469]
 [    0     0     1  4758]
 [    0     0     0     1]]"
0123.jpg,"[[ 0.75736351 -0.51084814  0.40673664  0.        ]
 [ 0.58135262  0.81115237 -0.06372571  0.        ]
 [-0.29737123  0.28472094  0.91132011  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  370]
 [   0    1    0  686]
 [   0    0    1 3221]
 [   0    0    0    1]]"
0124.jpg,"[[ 0.88028317  0.26912957 -0.39073113  0.        ]
 [-0.47095415  0.5954306  -0.65089522  0.        ]
 [ 0.05747812  0.75698856  0.65089522  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -378]
 [   0    1    0  562]
 [   0    0    1 3455]
 [   0    0    0    1]]"
0125.jpg,"[[ 0.5130782  -0.85390552 -0.08715574  0.        ]
 [ 0.60696316  0.43273666 -0.66658436  0.        ]
 [ 0.60691555  0.28910958  0.74031694  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -949]
 [   0    1    0  651]
 [   0    0    1 2340]
 [   0    0    0    1]]"
0126.jpg,"[[ 0.87408691 -0.48451429  0.0348995   0.        ]
 [ 0.48030445  0.87276616  0.08710265  0.        ]
 [-0.07266158 -0.0593729   0.99558784  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -387]
 [   0    1    0 -256]
 [   0    0    1 2918]
 [   0    0    0    1]]"
0127.jpg,"[[ 0.54550361 -0.77905989 -0.30901699  0.        ]
 [ 0.81394802  0.40456136  0.41691574  0.        ]
 [-0.19978599 -0.47895281  0.85480393  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   16]
 [   0    1    0  632]
 [   0    0    1 2338]
 [   0    0    0    1]]"
0128.jpg,"[[ 0.82285744  0.5141784  -0.2419219   0.        ]
 [-0.28271236  0.73973544  0.61062689  0.        ]
 [ 0.49292935 -0.43406457  0.75406141  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  747]
 [   0    1    0   36]
 [   0    0    1 3042]
 [   0    0    0    1]]"
0129.jpg,"[[ 0.82285744 -0.2051614   0.52991926  0.        ]
 [ 0.15850821  0.97840453  0.13266395  0.        ]
 [-0.54569293 -0.02516696  0.83760722  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1299]
 [    0     1     0   452]
 [    0     0     1  4325]
 [    0     0     0     1]]"
0130.jpg,"[[ 0.60365126 -0.50652355 -0.61566148  0.        ]
 [ 0.73532081  0.05532704  0.67545705  0.        ]
 [-0.30807218 -0.86044919  0.40585554  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  683]
 [   0    1    0    8]
 [   0    0    1 4530]
 [   0    0    0    1]]"
0131.jpg,"[[ 0.88883608 -0.4528846  -0.06975647  0.        ]
 [ 0.4179421   0.73883449  0.52862841  0.        ]
 [-0.18786918 -0.49901817  0.84598229  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -298]
 [   0    1    0 -365]
 [   0    0    1 2966]
 [   0    0    0    1]]"
0132.jpg,"[[ 0.46767619  0.42109753  0.77714596  0.        ]
 [-0.70778723  0.70506035  0.04389917  0.        ]
 [-0.52944897 -0.57058459  0.6277874   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  803]
 [   0    1    0  512]
 [   0    0    1 4245]
 [   0    0    0    1]]"
0133.jpg,"[[ 0.68898368  0.68898368  0.22495105  0.        ]
 [-0.37677628  0.60561901 -0.70090317  0.        ]
 [-0.61914548  0.39815462  0.67685432  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  633]
 [   0    1    0  490]
 [   0    0    1 3119]
 [   0    0    0    1]]"
0134.jpg,"[[ 0.55565692 -0.68617916  0.46947156  0.        ]
 [ 0.39268816  0.71431591  0.57926574  0.        ]
 [-0.73283108 -0.1375171   0.66636901  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -344]
 [   0    1    0 -378]
 [   0    0    1 3190]
 [   0    0    0    1]]"
0135.jpg,"[[ 0.7259023  -0.67691485  0.12186934  0.        ]
 [ 0.34964504  0.51576157  0.78213704  0.        ]
 [-0.5922957  -0.52514407  0.61107243  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  984]
 [   0    1    0 -227]
 [   0    0    1 2798]
 [   0    0    0    1]]"
0136.jpg,"[[ 0.89046375  0.45371394 -0.0348995   0.        ]
 [-0.44934976  0.86460595 -0.22481402  0.        ]
 [-0.07182694  0.21587082  0.9737765   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  522]
 [   0    1    0  109]
 [   0    0    1 4298]
 [   0    0    0    1]]"
0137.jpg,"[[ 0.54978538  0.24478022  0.79863551  0.        ]
 [-0.75165469  0.56201531  0.34518692  0.        ]
 [-0.36435046 -0.79007685  0.49297801  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  884]
 [   0    1    0 -116]
 [   0    0    1 2506]
 [   0    0    0    1]]"
0138.jpg,"[[ 0.96671406 -0.17045777 -0.190809    0.        ]
 [-0.02345117  0.6835881  -0.72949116  0.        ]
 [ 0.2547822   0.70968406  0.65683679  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -923]
 [   0    1    0  203]
 [   0    0    1 4730]
 [   0    0    0    1]]"
0139.jpg,"[[ 0.87129152 -0.07622813  0.48480962  0.        ]
 [-0.28687232  0.72240993  0.62914877  0.        ]
 [-0.39819012 -0.68725044  0.6075619   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -229]
 [   0    1    0  285]
 [   0    0    1 4776]
 [   0    0    0    1]]"
0140.jpg,"[[ 0.84031395 -0.39184483  0.37460659  0.        ]
 [ 0.32034653  0.91640119  0.23997284  0.        ]
 [-0.43732204 -0.0816486   0.89559083  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  743]
 [   0    1    0  348]
 [   0    0    1 4958]
 [   0    0    0    1]]"
0141.jpg,"[[ 0.41182462 -0.65905715  0.62932039  0.        ]
 [ 0.84209875  0.5391528   0.01356307  0.        ]
 [-0.34823869  0.52436431  0.7770276   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  951]
 [   0    1    0  716]
 [   0    0    1 3419]
 [   0    0    0    1]]"
0142.jpg,"[[ 0.76495963  0.42402405  0.48480962  0.        ]
 [-0.02052781  0.76838685 -0.63965636  0.        ]
 [-0.64375102  0.47935921  0.59648921  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -901]
 [   0    1    0 -168]
 [   0    0    1 4291]
 [   0    0    0    1]]"
0143.jpg,"[[ 0.84073842  0.24107786  0.48480962  0.        ]
 [-0.54142848  0.3805417   0.74969541  0.        ]
 [-0.00375531 -0.89278748  0.45046245  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1131]
 [    0     1     0   506]
 [    0     0     1  3603]
 [    0     0     0     1]]"
